ProductName,Category,StorageCondition,DaysUntilExpiration,DaysSinceOpened,IsOpened,IsSensitive,Quantity,PreviousWasteCount,PreviousSharedCount,Season,RiskScore,RiskLabel
Bulgur,Kuru Gıda,Buzdolabı,170,2,True,False,3.03,1,1,İlkbahar,22,Low
Lavaş,Fırın Ürünü,Dondurucu,-1,6,True,False,0.94,4,0,İlkbahar,86,Critical
Portakal,Meyve,Buzdolabı,8,9,True,False,3.88,1,0,Kış,49,Medium
Krema,Süt Ürünleri,Buzdolabı,6,0,False,True,3.01,3,2,Yaz,39,Medium
Mercimek,Kuru Gıda,Oda Sıcaklığı,99,2,True,False,1.27,3,1,Sonbahar,34,Medium
Simit,Fırın Ürünü,Dondurucu,1,2,True,False,4.76,6,0,İlkbahar,67,High
Zeytinyağlı Yemek,Pişmiş Yemek,Oda Sıcaklığı,-1,0,False,True,0.63,2,1,Sonbahar,84,Critical
Un,Kuru Gıda,Buzdolabı,99,0,False,False,3.12,1,3,Kış,0,Low
Salam,Et Ürünleri,Oda Sıcaklığı,-2,2,True,True,1.11,2,4,İlkbahar,98,Critical
Peynir,Süt Ürünleri,Dondurucu,7,3,True,True,4.94,3,3,Yaz,57,Medium
Mercimek,Kuru Gıda,Buzdolabı,178,2,True,False,1.09,6,0,Sonbahar,44,Medium
Salatalık,Sebze,Buzdolabı,4,4,True,True,3.65,1,0,Kış,68,High
Ekmek,Fırın Ürünü,Oda Sıcaklığı,0,2,True,False,3.75,0,1,Kış,63,High
Şeker,Kuru Gıda,Dondurucu,298,0,False,False,0.96,3,1,Sonbahar,2,Low
Un,Kuru Gıda,Oda Sıcaklığı,68,2,True,False,1.54,2,2,Sonbahar,28,Low
Tost Ekmeği,Fırın Ürünü,Oda Sıcaklığı,-3,0,False,False,2.49,0,2,İlkbahar,41,Medium
Kıyma,Et Ürünleri,Oda Sıcaklığı,0,0,False,True,0.75,1,2,Yaz,86,Critical
Ekmek,Fırın Ürünü,Dondurucu,3,8,True,False,3.9,2,1,Sonbahar,56,Medium
Elma,Meyve,Buzdolabı,-2,0,False,False,2.06,6,1,Sonbahar,63,High
Reçel,Kahvaltılık,Buzdolabı,-2,0,False,False,0.46,1,0,Kış,45,Medium
Şeker,Kuru Gıda,Oda Sıcaklığı,66,9,True,False,3.98,0,2,Kış,37,Medium
Kırmızı Et,Et Ürünleri,Oda Sıcaklığı,-1,10,True,True,1.47,6,1,Sonbahar,100,Critical
Mercimek,Kuru Gıda,Dondurucu,78,0,False,False,2.02,2,1,Sonbahar,0,Low
Poğaça,Fırın Ürünü,Oda Sıcaklığı,2,7,True,True,4.38,6,5,Yaz,100,Critical
Domates,Sebze,Dondurucu,7,0,False,True,1.83,4,5,Sonbahar,21,Low
Üzüm,Meyve,Dondurucu,4,0,False,True,1.36,0,4,Kış,20,Low
Balık,Et Ürünleri,Buzdolabı,-2,0,False,True,2.95,4,3,Kış,66,High
Makarna,Kuru Gıda,Oda Sıcaklığı,71,0,False,False,2.18,4,5,İlkbahar,10,Low
Çorba,Pişmiş Yemek,Oda Sıcaklığı,-1,8,True,True,3.83,2,5,Yaz,100,Critical
Portakal,Meyve,Oda Sıcaklığı,12,6,True,False,1.04,3,5,İlkbahar,43,Medium
Brokoli,Sebze,Buzdolabı,4,7,True,True,3.68,2,4,Yaz,81,Critical
Elma,Meyve,Buzdolabı,-1,10,True,False,4.67,0,4,İlkbahar,70,High
Bulgur,Kuru Gıda,Dondurucu,133,0,False,False,2.55,5,5,Kış,2,Low
Un,Kuru Gıda,Buzdolabı,5,10,True,False,0.76,1,5,Yaz,52,Medium
Ekmek,Fırın Ürünü,Dondurucu,-2,0,False,False,2.77,0,4,Kış,25,Low
Ekmek,Fırın Ürünü,Buzdolabı,-2,6,True,False,3.9,4,0,Sonbahar,94,Critical
Zeytinyağlı Yemek,Pişmiş Yemek,Buzdolabı,2,5,True,True,1.18,2,2,İlkbahar,87,Critical
Yoğurt,Süt Ürünleri,Oda Sıcaklığı,3,6,True,True,0.4,3,4,Yaz,100,Critical
Pirinç,Kuru Gıda,Oda Sıcaklığı,35,0,False,False,2.54,2,0,İlkbahar,12,Low
Domates,Sebze,Dondurucu,3,0,False,True,4.06,1,3,İlkbahar,26,Low
Portakal,Meyve,Dondurucu,7,0,False,False,0.6,5,1,İlkbahar,18,Low
Etli Yemek,Pişmiş Yemek,Buzdolabı,-2,0,False,True,3.26,5,4,İlkbahar,68,High
Pirinç,Kuru Gıda,Oda Sıcaklığı,21,0,False,False,2.02,2,3,İlkbahar,6,Low
Havuç,Sebze,Buzdolabı,14,0,False,False,2.89,1,1,Kış,2,Low
Makarna,Kuru Gıda,Dondurucu,26,0,False,False,3.96,0,1,Kış,0,Low
Krema,Süt Ürünleri,Dondurucu,5,7,True,True,4.49,5,1,Kış,83,Critical
Üzüm,Meyve,Dondurucu,2,0,False,True,2.11,5,0,İlkbahar,58,Medium
Zeytin,Kahvaltılık,Oda Sıcaklığı,52,0,False,False,0.5,3,2,Kış,12,Low
Zeytinyağlı Yemek,Pişmiş Yemek,Buzdolabı,3,6,True,True,4.91,3,0,İlkbahar,85,Critical
Zeytinyağlı Yemek,Pişmiş Yemek,Dondurucu,3,9,True,True,1.04,3,3,Kış,71,High
Elma,Meyve,Dondurucu,0,0,False,False,4.8,6,4,Yaz,49,Medium
Ekmek,Fırın Ürünü,Dondurucu,1,9,True,False,3.55,1,2,İlkbahar,60,High
Lavaş,Fırın Ürünü,Dondurucu,1,3,True,False,2.35,5,1,Yaz,69,High
Tost Ekmeği,Fırın Ürünü,Buzdolabı,0,2,True,False,4.42,3,0,Sonbahar,73,High
Mercimek,Kuru Gıda,Dondurucu,123,6,True,False,3.32,0,0,Sonbahar,29,Low
Poğaça,Fırın Ürünü,Oda Sıcaklığı,3,3,True,True,0.77,0,4,İlkbahar,78,High
Makarna,Kuru Gıda,Buzdolabı,98,0,False,False,0.38,2,2,Sonbahar,4,Low
Ayran,Süt Ürünleri,Oda Sıcaklığı,1,7,True,True,3.81,5,0,İlkbahar,100,Critical
Ekmek,Fırın Ürünü,Dondurucu,3,0,False,False,2.22,1,0,Kış,17,Low
Tavuk,Et Ürünleri,Buzdolabı,0,0,False,True,2.01,2,1,Kış,62,High
Çilek,Meyve,Buzdolabı,1,0,False,True,2.37,4,4,Yaz,62,High
Zeytin,Kahvaltılık,Buzdolabı,39,0,False,False,3.95,2,1,Kış,6,Low
Domates,Sebze,Buzdolabı,0,7,True,True,2.7,6,5,Yaz,100,Critical
Havuç,Sebze,Oda Sıcaklığı,4,0,False,False,0.38,0,0,Yaz,25,Low
Salatalık,Sebze,Dondurucu,3,0,False,True,2.43,2,1,İlkbahar,34,Medium
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,0,2,True,True,2.81,2,5,Kış,74,High
Bulgur,Kuru Gıda,Dondurucu,176,6,True,False,4.85,2,3,Yaz,31,Medium
Peynir,Süt Ürünleri,Dondurucu,-2,1,True,True,0.79,2,4,Yaz,76,High
Kabak,Sebze,Dondurucu,0,7,True,True,1.94,1,1,Kış,87,Critical
Meyve Suyu,İçecek,Oda Sıcaklığı,2,9,True,True,2.88,6,3,İlkbahar,100,Critical
Poğaça,Fırın Ürünü,Buzdolabı,2,0,False,True,0.75,5,4,Yaz,66,High
Kaşar Peyniri,Süt Ürünleri,Oda Sıcaklığı,21,0,False,True,3.14,0,0,Yaz,45,Medium
Lavaş,Fırın Ürünü,Oda Sıcaklığı,-2,0,False,False,1.38,6,2,Yaz,65,High
Kabak,Sebze,Buzdolabı,1,0,False,True,0.87,5,3,Yaz,68,High
Pirinç,Kuru Gıda,Buzdolabı,58,0,False,False,2.31,4,3,Yaz,10,Low
Süt,Süt Ürünleri,Dondurucu,0,0,False,True,3.64,4,5,Yaz,62,High
Sucuk,Et Ürünleri,Oda Sıcaklığı,18,10,True,True,3.14,3,2,Yaz,90,Critical
Muz,Meyve,Buzdolabı,-1,0,False,True,0.74,5,4,Yaz,76,High
Salam,Et Ürünleri,Dondurucu,9,0,False,True,0.83,4,1,Kış,29,Low
Sucuk,Et Ürünleri,Oda Sıcaklığı,0,0,False,True,4.56,5,1,Kış,96,Critical
Kıyma,Et Ürünleri,Buzdolabı,-3,4,True,True,3.7,3,1,Kış,94,Critical
Karpuz,Meyve,Buzdolabı,-3,7,True,True,1.93,3,4,İlkbahar,97,Critical
Peynir,Süt Ürünleri,Dondurucu,13,0,False,True,0.71,3,5,Kış,9,Low
Krema,Süt Ürünleri,Buzdolabı,1,0,False,True,4.86,6,2,Sonbahar,66,High
Un,Kuru Gıda,Dondurucu,34,0,False,False,1.3,5,5,Kış,2,Low
Lavaş,Fırın Ürünü,Dondurucu,-3,0,False,False,0.5,6,0,Yaz,57,Medium
Limon,Meyve,Dondurucu,5,0,False,False,0.38,0,0,Sonbahar,13,Low
Poğaça,Fırın Ürünü,Dondurucu,1,0,False,True,0.33,6,5,Yaz,60,High
Muz,Meyve,Buzdolabı,-2,7,True,True,1.81,3,2,Yaz,100,Critical
Pişmiş Makarna,Pişmiş Yemek,Oda Sıcaklığı,-3,0,False,True,4.16,4,1,Kış,92,Critical
Kıyma,Et Ürünleri,Dondurucu,3,8,True,True,2.53,1,5,Sonbahar,59,Medium
Bulgur,Kuru Gıda,Oda Sıcaklığı,103,6,True,False,4.68,2,3,Sonbahar,43,Medium
Balık,Et Ürünleri,Buzdolabı,2,0,False,True,4.19,6,5,İlkbahar,60,High
Balık,Et Ürünleri,Dondurucu,-1,0,False,True,4.73,1,3,İlkbahar,46,Medium
Açılmış Konserve,Konserve,Oda Sıcaklığı,3,0,False,True,3.6,0,0,İlkbahar,58,Medium
Armut,Meyve,Dondurucu,9,4,True,True,3.69,2,2,Sonbahar,47,Medium
Süt,Süt Ürünleri,Buzdolabı,-2,0,False,True,0.92,1,1,İlkbahar,58,Medium
Etli Yemek,Pişmiş Yemek,Oda Sıcaklığı,-2,0,False,True,2.15,0,1,Kış,76,High
Brokoli,Sebze,Buzdolabı,5,0,False,True,1.25,2,0,Yaz,52,Medium
Limon,Meyve,Dondurucu,1,0,False,False,3.59,0,2,İlkbahar,19,Low
Salatalık,Sebze,Buzdolabı,0,9,True,True,4.4,1,2,Kış,93,Critical
Tavuk,Et Ürünleri,Buzdolabı,4,6,True,True,3.23,1,5,Kış,67,High
Bulgur,Kuru Gıda,Oda Sıcaklığı,119,1,True,False,4.97,5,2,Kış,40,Medium
Ekmek,Fırın Ürünü,Dondurucu,-2,0,False,False,3.67,5,2,Sonbahar,49,Medium
Biber,Sebze,Dondurucu,7,0,False,True,1.28,1,5,İlkbahar,9,Low
Portakal,Meyve,Dondurucu,0,0,False,False,3.35,2,5,Kış,31,Medium
Ekmek,Fırın Ürünü,Oda Sıcaklığı,1,8,True,False,1.11,4,1,Yaz,86,Critical
Nohut,Kuru Gıda,Buzdolabı,118,3,True,False,1.1,2,5,Sonbahar,26,Low
Lavaş,Fırın Ürünü,Buzdolabı,5,0,False,False,1.03,0,1,Kış,19,Low
Nohut,Kuru Gıda,Oda Sıcaklığı,100,7,True,False,1.12,2,1,İlkbahar,47,Medium
Biber,Sebze,Buzdolabı,4,6,True,True,0.4,5,5,Sonbahar,83,Critical
Pişmiş Makarna,Pişmiş Yemek,Dondurucu,-2,6,True,True,0.86,3,5,İlkbahar,87,Critical
Tavuk,Et Ürünleri,Dondurucu,0,2,True,True,4.02,0,4,Kış,60,High
Zeytin,Kahvaltılık,Oda Sıcaklığı,25,2,True,False,0.72,3,4,Yaz,28,Low
Pirinç,Kuru Gıda,Buzdolabı,168,0,False,False,2.81,3,0,Sonbahar,12,Low
Marul,Sebze,Oda Sıcaklığı,2,2,True,True,4.55,0,2,Kış,84,Critical
Un,Kuru Gıda,Dondurucu,104,0,False,False,2.17,4,5,İlkbahar,0,Low
Limon,Meyve,Oda Sıcaklığı,21,0,False,False,1.0,1,5,Yaz,0,Low
Yoğurt,Süt Ürünleri,Buzdolabı,0,0,False,True,4.16,6,3,Yaz,82,Critical
Süt,Süt Ürünleri,Oda Sıcaklığı,0,0,False,True,0.42,1,4,Kış,74,High
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,0,9,True,True,2.85,5,4,İlkbahar,100,Critical
Tavuk,Et Ürünleri,Dondurucu,-3,3,True,True,4.69,4,3,Kış,86,Critical
Simit,Fırın Ürünü,Dondurucu,1,0,False,False,2.56,1,2,Sonbahar,23,Low
Ayran,Süt Ürünleri,Dondurucu,3,6,True,True,3.3,1,3,Kış,63,High
Portakal,Meyve,Oda Sıcaklığı,14,0,False,False,1.86,1,5,İlkbahar,0,Low
Süt,Süt Ürünleri,Dondurucu,-3,0,False,True,2.71,2,0,İlkbahar,56,Medium
Ekmek,Fırın Ürünü,Dondurucu,4,3,True,False,4.85,1,3,Yaz,39,Medium
Portakal,Meyve,Buzdolabı,6,0,False,False,0.26,6,5,İlkbahar,22,Low
Balık,Et Ürünleri,Oda Sıcaklığı,-1,0,False,True,1.99,5,0,Yaz,100,Critical
Muz,Meyve,Oda Sıcaklığı,2,5,True,True,3.92,3,2,Yaz,100,Critical
Zeytinyağlı Yemek,Pişmiş Yemek,Buzdolabı,2,0,False,True,2.37,5,3,Yaz,68,High
Kırmızı Et,Et Ürünleri,Oda Sıcaklığı,4,0,False,True,1.71,5,0,Kış,78,High
Bulgur,Kuru Gıda,Dondurucu,172,1,True,False,4.01,3,4,İlkbahar,16,Low
Tavuk,Et Ürünleri,Dondurucu,3,2,True,True,2.55,3,5,Sonbahar,50,Medium
Muz,Meyve,Oda Sıcaklığı,2,1,True,True,4.96,3,5,Kış,90,Critical
Süt,Süt Ürünleri,Buzdolabı,2,6,True,True,3.71,6,0,Kış,100,Critical
Havuç,Sebze,Dondurucu,12,0,False,False,0.67,1,3,Kış,0,Low
Makarna,Kuru Gıda,Dondurucu,38,10,True,False,3.17,6,0,Yaz,53,Medium
Zeytin,Kahvaltılık,Buzdolabı,50,3,True,False,3.42,3,5,Yaz,30,Medium
Zeytin,Kahvaltılık,Buzdolabı,31,0,False,False,3.57,6,0,İlkbahar,24,Low
Elma,Meyve,Dondurucu,9,7,True,False,2.35,2,0,İlkbahar,45,Medium
Açılmış Konserve,Konserve,Oda Sıcaklığı,4,8,True,True,3.2,6,0,Yaz,100,Critical
Poğaça,Fırın Ürünü,Dondurucu,-1,0,False,True,4.2,0,0,İlkbahar,48,Medium
Patates,Sebze,Dondurucu,28,0,False,False,3.76,0,4,Kış,0,Low
Etli Yemek,Pişmiş Yemek,Buzdolabı,3,3,True,True,1.21,2,4,Kış,64,High
Limon,Meyve,Dondurucu,11,3,True,False,3.06,6,5,Yaz,34,Medium
Marul,Sebze,Buzdolabı,5,4,True,True,4.98,3,5,İlkbahar,66,High
Nohut,Kuru Gıda,Buzdolabı,148,5,True,False,0.94,6,2,İlkbahar,57,Medium
Kıyma,Et Ürünleri,Oda Sıcaklığı,1,0,False,True,3.2,5,0,Yaz,96,Critical
Soğan,Sebze,Oda Sıcaklığı,5,0,False,False,4.41,1,5,Sonbahar,19,Low
Ayran,Süt Ürünleri,Dondurucu,-1,0,False,True,0.49,3,2,Yaz,64,High
Armut,Meyve,Oda Sıcaklığı,2,1,True,True,2.02,2,2,Sonbahar,92,Critical
Yoğurt,Süt Ürünleri,Oda Sıcaklığı,5,10,True,True,0.3,6,3,İlkbahar,100,Critical
Kapalı Konserve,Konserve,Oda Sıcaklığı,226,4,True,False,4.78,4,3,Yaz,42,Medium
Ayran,Süt Ürünleri,Oda Sıcaklığı,5,0,False,True,2.06,6,4,Sonbahar,74,High
Havuç,Sebze,Oda Sıcaklığı,12,0,False,False,0.85,2,3,Yaz,6,Low
Elma,Meyve,Oda Sıcaklığı,0,4,True,False,2.85,1,2,Kış,73,High
Pişmiş Pilav,Pişmiş Yemek,Oda Sıcaklığı,-2,10,True,True,0.74,6,2,Yaz,100,Critical
Krema,Süt Ürünleri,Buzdolabı,-2,6,True,True,0.42,2,3,Yaz,100,Critical
Ispanak,Sebze,Buzdolabı,1,1,True,True,0.65,2,3,İlkbahar,68,High
Poğaça,Fırın Ürünü,Buzdolabı,2,0,False,True,3.39,0,2,Kış,42,Medium
Nohut,Kuru Gıda,Dondurucu,156,0,False,False,4.45,6,4,Sonbahar,8,Low
Kabak,Sebze,Dondurucu,3,0,False,True,0.49,0,0,Kış,28,Low
Şeker,Kuru Gıda,Oda Sıcaklığı,212,0,False,False,3.11,6,4,Yaz,20,Low
Poğaça,Fırın Ürünü,Dondurucu,3,0,False,True,4.33,4,0,Sonbahar,44,Medium
Havuç,Sebze,Dondurucu,14,2,True,False,1.65,4,2,Kış,24,Low
Krema,Süt Ürünleri,Oda Sıcaklığı,0,0,False,True,4.77,3,5,Yaz,88,Critical
Krema,Süt Ürünleri,Oda Sıcaklığı,6,0,False,True,4.28,6,2,Sonbahar,65,High
Lavaş,Fırın Ürünü,Buzdolabı,4,3,True,False,0.66,1,1,Kış,51,Medium
Zeytin,Kahvaltılık,Dondurucu,9,0,False,False,4.61,0,4,Yaz,0,Low
Biber,Sebze,Buzdolabı,4,0,False,True,4.58,5,3,Kış,50,Medium
Biber,Sebze,Oda Sıcaklığı,7,0,False,True,1.77,4,4,Yaz,61,High
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,3,3,True,True,1.72,0,1,Sonbahar,62,High
Domates,Sebze,Oda Sıcaklığı,2,9,True,True,0.48,0,4,Yaz,100,Critical
Elma,Meyve,Dondurucu,20,2,True,False,0.85,4,5,Kış,18,Low
Elma,Meyve,Dondurucu,0,0,False,False,1.23,5,1,Yaz,51,Medium
Krema,Süt Ürünleri,Buzdolabı,-1,0,False,True,4.41,5,4,Kış,68,High
Brokoli,Sebze,Oda Sıcaklığı,0,0,False,True,4.25,5,1,Kış,96,Critical
Reçel,Kahvaltılık,Dondurucu,0,4,True,False,3.52,3,1,Kış,71,High
Kıyma,Et Ürünleri,Dondurucu,-1,4,True,True,2.66,6,0,Sonbahar,100,Critical
Soğan,Sebze,Dondurucu,22,0,False,False,0.48,6,1,Yaz,14,Low
Süt,Süt Ürünleri,Buzdolabı,2,0,False,True,0.59,2,4,Kış,46,Medium
Limon,Meyve,Dondurucu,7,1,True,False,4.92,2,0,Sonbahar,28,Low
Nohut,Kuru Gıda,Oda Sıcaklığı,171,6,True,False,0.36,0,5,Kış,31,Medium
Üzüm,Meyve,Oda Sıcaklığı,5,7,True,True,4.31,2,0,Sonbahar,100,Critical
Kıyma,Et Ürünleri,Buzdolabı,-3,0,False,True,0.95,4,5,Sonbahar,62,High
Reçel,Kahvaltılık,Oda Sıcaklığı,71,0,False,False,2.13,4,0,Yaz,20,Low
Kıyma,Et Ürünleri,Buzdolabı,0,5,True,True,1.75,3,2,Yaz,100,Critical
Tost Ekmeği,Fırın Ürünü,Oda Sıcaklığı,0,10,True,False,0.61,3,4,Kış,86,Critical
Bulgur,Kuru Gıda,Buzdolabı,144,5,True,False,2.88,4,5,Kış,43,Medium
Kıyma,Et Ürünleri,Buzdolabı,2,3,True,True,3.99,0,1,Kış,72,High
Sucuk,Et Ürünleri,Buzdolabı,-2,6,True,True,2.71,0,3,Kış,87,Critical
Şeker,Kuru Gıda,Oda Sıcaklığı,166,10,True,False,2.57,3,1,İlkbahar,51,Medium
Etli Yemek,Pişmiş Yemek,Dondurucu,-2,10,True,True,3.67,4,2,Sonbahar,97,Critical
Sucuk,Et Ürünleri,Buzdolabı,9,4,True,True,0.35,6,0,Sonbahar,75,High
Makarna,Kuru Gıda,Buzdolabı,173,0,False,False,0.74,6,3,İlkbahar,18,Low
Havuç,Sebze,Buzdolabı,7,2,True,False,0.91,1,1,Kış,30,Medium
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,-1,10,True,True,2.15,5,4,İlkbahar,100,Critical
Çilek,Meyve,Buzdolabı,-2,0,False,True,4.03,0,0,Kış,56,Medium
Ispanak,Sebze,Oda Sıcaklığı,0,0,False,True,1.18,4,1,Yaz,100,Critical
Kapalı Konserve,Konserve,Oda Sıcaklığı,280,0,False,False,2.24,2,3,İlkbahar,6,Low
Etli Yemek,Pişmiş Yemek,Oda Sıcaklığı,3,8,True,True,1.13,6,4,Yaz,100,Critical
Kapalı Konserve,Konserve,Buzdolabı,1,7,True,False,0.28,4,5,Yaz,74,High
Brokoli,Sebze,Buzdolabı,4,8,True,True,2.16,1,2,Yaz,81,Critical
Bulgur,Kuru Gıda,Dondurucu,73,4,True,False,0.61,2,1,Yaz,26,Low
Patates,Sebze,Oda Sıcaklığı,30,4,True,False,0.58,4,2,Kış,44,Medium
Tavuk,Et Ürünleri,Buzdolabı,-1,0,False,True,2.13,4,2,Kış,68,High
Süt,Süt Ürünleri,Buzdolabı,3,0,False,True,3.41,6,3,İlkbahar,54,Medium
Simit,Fırın Ürünü,Buzdolabı,-1,0,False,False,4.32,1,2,Sonbahar,41,Medium
Süt,Süt Ürünleri,Oda Sıcaklığı,2,0,False,True,4.72,2,0,Sonbahar,76,High
Karpuz,Meyve,Buzdolabı,6,9,True,True,4.57,0,1,Kış,58,Medium
Çorba,Pişmiş Yemek,Oda Sıcaklığı,3,0,False,True,1.29,6,4,Sonbahar,74,High
Kaşar Peyniri,Süt Ürünleri,Oda Sıcaklığı,14,5,True,True,4.82,0,3,Yaz,76,High
Pişmiş Makarna,Pişmiş Yemek,Dondurucu,-2,4,True,True,4.84,6,3,Kış,94,Critical
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,1,0,False,True,4.69,6,5,Yaz,68,High
Reçel,Kahvaltılık,Oda Sıcaklığı,11,10,True,False,2.42,1,2,Yaz,41,Medium
Kaşar Peyniri,Süt Ürünleri,Oda Sıcaklığı,24,0,False,True,4.12,2,2,Yaz,49,Medium
Poğaça,Fırın Ürünü,Oda Sıcaklığı,0,0,False,True,3.58,3,3,İlkbahar,84,Critical
Çilek,Meyve,Buzdolabı,0,0,False,True,4.52,2,1,İlkbahar,62,High
Sucuk,Et Ürünleri,Dondurucu,15,0,False,True,0.67,6,1,İlkbahar,29,Low
Kapalı Konserve,Konserve,Oda Sıcaklığı,356,0,False,False,3.55,4,0,Kış,20,Low
Kapalı Konserve,Konserve,Oda Sıcaklığı,100,0,False,False,3.93,0,0,Kış,4,Low
Domates,Sebze,Dondurucu,7,0,False,True,2.34,0,3,Kış,9,Low
Pişmiş Makarna,Pişmiş Yemek,Buzdolabı,1,0,False,True,4.85,6,0,Yaz,78,High
Nohut,Kuru Gıda,Oda Sıcaklığı,178,0,False,False,0.71,6,1,Yaz,26,Low
Ekmek,Fırın Ürünü,Dondurucu,-2,1,True,False,3.67,0,2,Yaz,49,Medium
Pişmiş Pilav,Pişmiş Yemek,Buzdolabı,-1,7,True,True,4.18,2,2,Kış,97,Critical
Tost Ekmeği,Fırın Ürünü,Oda Sıcaklığı,-3,0,False,False,4.72,6,3,İlkbahar,63,High
Nohut,Kuru Gıda,Buzdolabı,51,0,False,False,1.17,0,1,Yaz,0,Low
Simit,Fırın Ürünü,Buzdolabı,-1,8,True,False,3.73,3,3,Sonbahar,84,Critical
Sucuk,Et Ürünleri,Dondurucu,12,1,True,True,4.83,6,5,İlkbahar,41,Medium
Ayran,Süt Ürünleri,Buzdolabı,2,7,True,True,3.11,5,3,İlkbahar,97,Critical
Poğaça,Fırın Ürünü,Dondurucu,-1,2,True,True,1.65,4,4,Kış,76,High
Meyve Suyu,İçecek,Dondurucu,6,0,False,True,0.46,6,1,İlkbahar,37,Medium
Tavuk,Et Ürünleri,Oda Sıcaklığı,-2,7,True,True,1.86,6,0,İlkbahar,100,Critical
Şeker,Kuru Gıda,Dondurucu,145,0,False,False,0.93,5,0,İlkbahar,12,Low
Kaşar Peyniri,Süt Ürünleri,Dondurucu,11,0,False,True,4.74,3,4,Sonbahar,11,Low
Zeytin,Kahvaltılık,Buzdolabı,56,3,True,False,3.98,0,4,Sonbahar,20,Low
Yoğurt,Süt Ürünleri,Dondurucu,6,7,True,True,2.49,6,4,Yaz,76,High
Peynir,Süt Ürünleri,Oda Sıcaklığı,19,1,True,True,1.57,5,5,Kış,67,High
Tost Ekmeği,Fırın Ürünü,Buzdolabı,6,0,False,False,0.37,1,3,Yaz,6,Low
Mercimek,Kuru Gıda,Dondurucu,128,5,True,False,1.49,6,5,Sonbahar,43,Medium
Salatalık,Sebze,Dondurucu,4,8,True,True,3.99,5,0,Sonbahar,85,Critical
Zeytin,Kahvaltılık,Dondurucu,18,0,False,False,1.37,4,5,Yaz,0,Low
Portakal,Meyve,Oda Sıcaklığı,17,0,False,False,2.17,2,5,Sonbahar,2,Low
Un,Kuru Gıda,Buzdolabı,27,0,False,False,2.77,1,1,Yaz,2,Low
Meyve Suyu,İçecek,Dondurucu,0,0,False,True,2.91,4,0,Sonbahar,64,High
Biber,Sebze,Dondurucu,-3,6,True,True,3.14,6,3,İlkbahar,100,Critical
Karpuz,Meyve,Oda Sıcaklığı,0,0,False,True,2.5,4,4,Sonbahar,86,Critical
Çorba,Pişmiş Yemek,Dondurucu,0,0,False,True,4.68,3,4,Sonbahar,52,Medium
Süt,Süt Ürünleri,Dondurucu,1,1,True,True,2.91,0,2,Yaz,62,High
Reçel,Kahvaltılık,Buzdolabı,64,8,True,False,2.41,2,1,Yaz,43,Medium
Nohut,Kuru Gıda,Dondurucu,14,0,False,False,2.33,5,4,Kış,4,Low
Reçel,Kahvaltılık,Oda Sıcaklığı,6,10,True,False,4.24,0,3,Sonbahar,43,Medium
Kapalı Konserve,Konserve,Oda Sıcaklığı,86,0,False,False,3.72,4,1,Yaz,18,Low
Peynir,Süt Ürünleri,Buzdolabı,-2,1,True,True,4.73,4,1,Kış,90,Critical
Limon,Meyve,Oda Sıcaklığı,7,0,False,False,2.75,1,4,İlkbahar,8,Low
Kaşar Peyniri,Süt Ürünleri,Oda Sıcaklığı,1,1,True,True,3.23,0,1,İlkbahar,86,Critical
Simit,Fırın Ürünü,Buzdolabı,-2,0,False,False,3.03,3,3,Kış,47,Medium
Poğaça,Fırın Ürünü,Buzdolabı,-1,2,True,True,3.52,3,1,Yaz,94,Critical
Marul,Sebze,Oda Sıcaklığı,2,7,True,True,2.63,2,5,Yaz,100,Critical
Süt,Süt Ürünleri,Oda Sıcaklığı,6,0,False,True,4.07,0,2,Yaz,49,Medium
Elma,Meyve,Buzdolabı,12,0,False,False,1.46,4,5,Yaz,6,Low
Zeytin,Kahvaltılık,Buzdolabı,41,0,False,False,1.68,0,3,Yaz,0,Low
Portakal,Meyve,Dondurucu,16,0,False,False,0.4,1,3,İlkbahar,0,Low
Elma,Meyve,Buzdolabı,14,4,True,False,4.64,5,4,İlkbahar,40,Medium
Ispanak,Sebze,Dondurucu,5,0,False,True,1.13,2,2,İlkbahar,32,Medium
Tost Ekmeği,Fırın Ürünü,Oda Sıcaklığı,0,0,False,False,3.8,0,5,Sonbahar,35,Medium
Yoğurt,Süt Ürünleri,Buzdolabı,8,7,True,True,2.89,6,5,İlkbahar,74,High
Armut,Meyve,Dondurucu,5,0,False,True,0.57,0,5,Yaz,26,Low
Peynir,Süt Ürünleri,Buzdolabı,4,4,True,True,4.5,0,1,Yaz,70,High
Kapalı Konserve,Konserve,Dondurucu,238,7,True,False,4.71,6,3,Kış,47,Medium
Biber,Sebze,Oda Sıcaklığı,1,7,True,True,1.93,4,2,Sonbahar,100,Critical
Makarna,Kuru Gıda,Oda Sıcaklığı,151,3,True,False,1.87,5,3,Kış,46,Medium
Karpuz,Meyve,Dondurucu,0,8,True,True,4.97,6,5,Kış,99,Critical
Biber,Sebze,Buzdolabı,-3,0,False,True,3.66,4,4,Kış,64,High
Kaşar Peyniri,Süt Ürünleri,Buzdolabı,13,10,True,True,2.67,3,4,Kış,56,Medium
