RecipeName,RecipeCategory,Difficulty,PreparationTimeMinutes,TotalIngredientCount,MatchedIngredientCount,MissingIngredientCount,MatchedIngredientRatio,RiskyIngredientCount,AverageDaysUntilExpiration,HasSensitiveIngredient,UserLikedSimilarRecipes,UserSavedSimilarRecipes,UserCookedSimilarRecipes,UserDislikedSimilarRecipes,ViewedSimilarRecipes,Season,RecommendationScore,RecommendationLabel
Sebze Çorbası,Çorba,Kolay,28,7,6,1,0.857,2,3,False,2,0,1,1,2,Kış,96.4,High
Sebze Çorbası,Çorba,Kolay,28,7,0,7,0.0,0,2,True,6,1,5,4,12,İlkbahar,25.0,Low
Tavuklu Salata,Salata,Orta,25,6,6,0,1.0,2,3,True,2,2,5,5,3,Sonbahar,100.0,High
Peynirli Tost,Kahvaltı,Kolay,10,6,3,3,0.5,1,12,False,5,3,3,2,0,Sonbahar,70.5,Medium
Tavuklu Salata,Salata,Orta,25,7,4,3,0.571,4,30,True,4,3,3,2,3,Kış,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,7,6,1,0.857,1,0,True,4,2,2,4,10,Sonbahar,99.0,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,7,2,5,0.286,0,10,False,4,1,0,0,0,İlkbahar,22.0,Low
Domates Çorbası,Çorba,Kolay,25,9,7,2,0.778,3,7,True,2,3,3,4,5,Sonbahar,100.0,High
Muzlu Pankek,Tatlı,Orta,25,9,5,4,0.556,0,27,False,6,4,3,1,1,Sonbahar,75.64,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,5,5,0,1.0,0,3,False,7,6,3,2,4,Kış,100.0,High
Mercimek Çorbası,Çorba,Kolay,30,10,1,9,0.1,0,6,False,2,6,1,2,7,Kış,5.9,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,4,3,1,0.75,2,9,False,4,0,2,5,12,Kış,52.25,Medium
Muzlu Pankek,Tatlı,Orta,25,5,0,5,0.0,0,30,True,8,0,3,4,8,Yaz,8.6,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,10,5,5,0.5,3,20,False,5,5,2,5,0,Yaz,64.5,Medium
Menemen,Kahvaltı,Kolay,20,4,4,0,1.0,2,2,False,1,4,5,0,13,Yaz,100.0,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,8,4,4,0.5,1,11,False,8,1,3,2,8,İlkbahar,80.1,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,8,4,4,0.5,2,7,False,2,1,0,0,7,Yaz,67.9,Medium
Fırında Tavuk,Ana Yemek,Orta,45,9,3,6,0.333,2,21,True,3,6,4,4,13,İlkbahar,59.67,Medium
Menemen,Kahvaltı,Kolay,20,4,2,2,0.5,1,3,True,2,3,4,0,2,İlkbahar,99.9,High
Kıymalı Makarna,Ana Yemek,Orta,30,4,3,1,0.75,0,25,False,2,6,4,4,4,Sonbahar,72.05,Medium
Muzlu Smoothie,Atıştırmalık,Kolay,7,4,2,2,0.5,1,19,False,1,1,0,0,8,Kış,54.1,Medium
Sebzeli Pilav,Ana Yemek,Kolay,25,8,8,0,1.0,2,3,False,4,2,1,4,2,Yaz,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,9,4,5,0.444,3,22,False,2,1,5,0,3,Yaz,80.16,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,7,4,3,0.571,3,13,True,7,1,2,4,10,Sonbahar,86.0,High
Sebzeli Pilav,Ana Yemek,Kolay,25,6,5,1,0.833,1,6,True,1,6,3,4,3,Kış,97.77,High
Fırında Tavuk,Ana Yemek,Orta,45,4,3,1,0.75,3,27,True,3,4,3,2,2,İlkbahar,100.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,9,5,4,0.556,2,25,False,5,5,4,4,1,Yaz,84.64,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,5,1,4,0.2,0,7,False,1,2,4,3,8,Sonbahar,29.6,Low
Tavuklu Salata,Salata,Orta,25,9,2,7,0.222,0,25,False,8,3,5,3,13,Kış,43.78,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,5,5,0,1.0,0,24,False,4,5,1,2,4,İlkbahar,92.8,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,4,4,0,1.0,2,29,True,1,3,3,3,3,Kış,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,9,0,9,0.0,0,30,False,5,6,0,5,11,İlkbahar,0.0,Low
Sebze Çorbası,Çorba,Kolay,28,10,6,4,0.6,0,12,False,4,1,2,5,4,Sonbahar,28.8,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,8,2,6,0.25,2,16,True,8,1,2,5,8,Sonbahar,36.35,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,8,8,0,1.0,2,23,False,8,4,2,0,5,Sonbahar,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,5,3,2,0.6,2,16,True,8,1,4,2,10,Yaz,93.0,High
Tavuklu Salata,Salata,Orta,25,6,6,0,1.0,2,21,False,7,5,0,4,6,Yaz,100.0,High
Menemen,Kahvaltı,Kolay,20,5,4,1,0.8,2,19,True,2,6,2,1,13,Yaz,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,4,4,0,1.0,2,3,True,8,6,5,0,5,Yaz,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,9,1,8,0.111,0,18,True,7,1,2,1,5,Yaz,21.89,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,10,5,5,0.5,0,21,True,6,3,5,0,15,Sonbahar,100.0,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,8,6,2,0.75,2,28,False,5,2,2,0,1,Sonbahar,100.0,High
Mevsim Salata,Salata,Kolay,10,9,4,5,0.444,4,28,False,5,1,3,2,11,Yaz,89.56,High
Muzlu Pankek,Tatlı,Orta,25,9,7,2,0.778,0,7,False,2,5,5,3,3,İlkbahar,96.82,High
Kıymalı Makarna,Ana Yemek,Orta,30,6,6,0,1.0,3,8,True,5,2,2,5,0,Yaz,99.0,High
Sütlaç,Tatlı,Orta,45,4,2,2,0.5,2,8,True,1,5,0,4,12,Kış,48.5,Medium
Yoğurtlu Havuç Salatası,Salata,Kolay,15,5,0,5,0.0,0,18,True,8,5,5,2,10,Sonbahar,72.0,Medium
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,6,0,6,0.0,0,18,False,3,3,4,0,13,Kış,40.0,Low
Muzlu Pankek,Tatlı,Orta,25,6,4,2,0.667,0,13,False,8,5,4,3,15,İlkbahar,100.0,High
Sütlaç,Tatlı,Orta,45,6,0,6,0.0,0,2,True,4,0,0,1,14,Kış,4.0,Low
Muzlu Pankek,Tatlı,Orta,25,5,4,1,0.8,3,29,True,4,0,0,1,11,İlkbahar,96.0,High
Sütlaç,Tatlı,Orta,45,9,5,4,0.556,4,16,False,1,0,4,3,15,İlkbahar,69.44,Medium
Mercimek Çorbası,Çorba,Kolay,30,7,2,5,0.286,0,27,True,2,4,5,4,12,İlkbahar,42.0,Low
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,8,0,8,0.0,0,30,True,3,6,2,0,5,Sonbahar,28.0,Low
Sebze Çorbası,Çorba,Kolay,28,10,6,4,0.6,0,8,False,0,5,5,2,0,Kış,70.0,Medium
Muzlu Smoothie,Atıştırmalık,Kolay,7,9,5,4,0.556,3,12,True,0,4,0,2,10,Sonbahar,77.44,High
Yoğurt Çorbası,Çorba,Orta,35,7,1,6,0.143,1,18,False,0,0,5,3,5,Sonbahar,0.0,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,7,3,4,0.429,2,17,True,6,0,4,4,6,Sonbahar,60.2,Medium
Muzlu Smoothie,Atıştırmalık,Kolay,7,6,6,0,1.0,3,22,True,2,6,1,2,7,İlkbahar,100.0,High
Fırında Tavuk,Ana Yemek,Orta,45,8,0,8,0.0,0,20,False,7,1,0,5,15,Sonbahar,0.0,Low
Muzlu Smoothie,Atıştırmalık,Kolay,7,8,5,3,0.625,1,7,False,6,2,4,4,12,Yaz,89.88,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,9,3,6,0.333,0,14,True,8,3,0,4,13,İlkbahar,33.67,Low
Mercimek Çorbası,Çorba,Kolay,30,7,1,6,0.143,1,17,False,5,3,1,2,6,Kış,24.2,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,8,4,4,0.5,2,3,False,4,2,1,2,8,Kış,78.1,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,9,2,7,0.222,0,1,False,8,1,2,1,9,Yaz,54.58,Medium
Kıymalı Makarna,Ana Yemek,Orta,30,7,2,5,0.286,1,3,False,3,2,3,0,12,Kış,66.0,Medium
Domates Çorbası,Çorba,Kolay,25,10,5,5,0.5,1,24,True,4,3,5,0,3,Sonbahar,97.1,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,7,4,3,0.571,4,12,False,8,4,4,1,9,Kış,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,9,8,1,0.889,2,12,False,6,5,2,0,8,Yaz,100.0,High
Peynirli Tost,Kahvaltı,Kolay,10,6,4,2,0.667,3,7,True,0,5,2,2,11,Kış,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,8,8,0,1.0,0,28,True,0,6,2,1,15,Sonbahar,100.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,10,6,4,0.6,3,5,True,3,5,1,3,3,Kış,95.6,High
Mevsim Salata,Salata,Kolay,10,10,10,0,1.0,2,7,False,5,6,2,0,14,İlkbahar,100.0,High
Muzlu Pankek,Tatlı,Orta,25,7,3,4,0.429,3,29,False,0,6,5,1,12,İlkbahar,99.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,8,1,7,0.125,0,24,True,6,0,2,2,6,Kış,12.57,Low
Yoğurtlu Havuç Salatası,Salata,Kolay,15,5,2,3,0.4,2,7,False,4,5,0,4,9,Kış,60.8,Medium
Menemen,Kahvaltı,Kolay,20,6,4,2,0.667,2,12,False,5,0,4,4,0,Kış,67.33,Medium
Domates Çorbası,Çorba,Kolay,25,5,5,0,1.0,0,9,False,3,1,3,0,7,Yaz,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,4,1,3,0.25,1,14,False,0,6,4,1,3,İlkbahar,44.35,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,6,5,1,0.833,2,26,True,7,2,0,4,9,İlkbahar,96.97,High
Tavuklu Salata,Salata,Orta,25,9,8,1,0.889,2,25,True,5,0,5,1,12,Kış,100.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,10,10,0,1.0,1,28,False,2,5,5,2,1,İlkbahar,100.0,High
Sebzeli Pilav,Ana Yemek,Kolay,25,4,4,0,1.0,2,7,True,6,1,4,0,0,Yaz,100.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,10,7,3,0.7,0,19,True,6,6,2,3,4,İlkbahar,100.0,High
Muzlu Pankek,Tatlı,Orta,25,4,3,1,0.75,3,9,False,8,2,5,4,7,Kış,100.0,High
Domates Çorbası,Çorba,Kolay,25,9,6,3,0.667,2,18,False,6,6,2,0,3,İlkbahar,100.0,High
Sebzeli Pilav,Ana Yemek,Kolay,25,9,4,5,0.444,2,28,False,3,4,1,5,14,Sonbahar,39.56,Low
Tavuklu Salata,Salata,Orta,25,4,2,2,0.5,0,15,True,7,6,4,3,13,Sonbahar,94.5,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,8,4,4,0.5,4,21,True,3,3,3,1,6,Kış,100.0,High
Muzlu Pankek,Tatlı,Orta,25,10,2,8,0.2,0,30,True,2,1,3,2,2,Kış,0.0,Low
Domates Çorbası,Çorba,Kolay,25,8,1,7,0.125,1,0,True,2,0,1,4,2,Kış,0.0,Low
Muzlu Pankek,Tatlı,Orta,25,4,1,3,0.25,0,20,False,5,0,1,4,9,İlkbahar,4.55,Low
Yoğurt Çorbası,Çorba,Orta,35,9,1,8,0.111,0,18,True,7,5,4,4,4,Kış,17.69,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,9,8,1,0.889,0,19,False,1,6,3,4,2,Kış,89.51,High
Menemen,Kahvaltı,Kolay,20,9,8,1,0.889,1,14,False,5,5,5,5,14,Sonbahar,100.0,High
Mevsim Salata,Salata,Kolay,10,7,4,3,0.571,0,9,False,0,0,2,2,13,İlkbahar,39.0,Low
Domates Çorbası,Çorba,Kolay,25,9,0,9,0.0,0,0,True,1,3,5,2,13,Kış,23.0,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,4,3,1,0.75,0,29,True,8,1,5,0,6,Sonbahar,100.0,High
Mevsim Salata,Salata,Kolay,10,10,6,4,0.6,0,20,True,7,3,1,4,2,Sonbahar,59.4,Medium
Sebzeli Omlet,Kahvaltı,Kolay,15,6,1,5,0.167,1,22,True,6,5,4,1,6,Sonbahar,80.03,High
Sütlaç,Tatlı,Orta,45,6,1,5,0.167,0,15,True,6,5,2,3,14,Sonbahar,36.83,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,4,1,3,0.25,1,11,True,2,5,5,1,5,Kış,83.75,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,10,7,3,0.7,4,12,False,8,1,2,0,6,Kış,100.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,10,7,3,0.7,2,14,True,1,0,1,3,1,Sonbahar,47.7,Medium
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,10,4,6,0.4,1,22,False,8,5,0,3,9,Yaz,59.8,Medium
Domates Çorbası,Çorba,Kolay,25,10,9,1,0.9,1,17,False,4,5,0,3,9,Sonbahar,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,9,3,6,0.333,2,27,True,5,3,2,5,15,Kış,35.67,Low
Domates Çorbası,Çorba,Kolay,25,9,3,6,0.333,3,29,False,1,2,4,4,13,Kış,42.67,Low
Mercimek Çorbası,Çorba,Kolay,30,6,0,6,0.0,0,17,False,0,6,0,1,0,Yaz,0.0,Low
Etli Sebze Yemeği,Ana Yemek,Zor,55,9,3,6,0.333,1,16,True,6,5,2,5,3,Yaz,18.27,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,9,2,7,0.222,1,4,True,0,5,3,4,12,Sonbahar,30.78,Low
Yoğurt Çorbası,Çorba,Orta,35,10,5,5,0.5,0,26,True,5,2,1,2,7,Yaz,43.9,Low
Menemen,Kahvaltı,Kolay,20,4,2,2,0.5,0,30,False,3,0,1,1,15,Sonbahar,45.5,Medium
Domates Çorbası,Çorba,Kolay,25,10,6,4,0.6,2,11,False,3,6,2,2,5,Sonbahar,93.0,High
Muzlu Pankek,Tatlı,Orta,25,10,8,2,0.8,0,23,True,4,6,3,0,3,Yaz,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,9,4,5,0.444,3,26,True,8,2,5,2,11,İlkbahar,100.0,High
Domates Çorbası,Çorba,Kolay,25,6,5,1,0.833,0,26,True,6,6,4,3,8,İlkbahar,100.0,High
Mercimek Çorbası,Çorba,Kolay,30,9,3,6,0.333,2,20,False,2,4,4,5,2,Yaz,30.07,Low
Sebze Çorbası,Çorba,Kolay,28,9,0,9,0.0,0,11,True,3,0,5,4,6,Yaz,0.0,Low
Sütlaç,Tatlı,Orta,45,7,6,1,0.857,1,9,True,7,2,1,0,14,İlkbahar,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,5,4,1,0.8,4,20,True,1,0,1,3,10,Sonbahar,80.0,High
Tavuklu Salata,Salata,Orta,25,5,2,3,0.4,1,4,True,6,0,3,5,13,Yaz,44.0,Low
Mercimek Çorbası,Çorba,Kolay,30,7,5,2,0.714,0,24,True,0,3,1,1,10,Yaz,74.0,Medium
Sebzeli Omlet,Kahvaltı,Kolay,15,8,7,1,0.875,2,13,True,4,1,4,1,0,Sonbahar,100.0,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,7,6,1,0.857,1,19,True,2,4,3,2,14,Kış,100.0,High
Peynirli Tost,Kahvaltı,Kolay,10,8,7,1,0.875,1,26,True,1,1,0,2,15,Kış,85.62,High
Sebze Çorbası,Çorba,Kolay,28,4,1,3,0.25,1,26,True,1,4,2,5,6,İlkbahar,22.95,Low
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,4,0,4,0.0,0,22,True,2,4,1,2,12,Yaz,22.0,Low
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,5,3,2,0.6,3,19,True,4,3,3,3,2,İlkbahar,91.4,High
Sütlaç,Tatlı,Orta,45,10,6,4,0.6,3,23,False,6,5,4,1,4,İlkbahar,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,7,5,2,0.714,2,10,True,1,0,5,5,0,Yaz,64.0,Medium
Bayat Ekmek Pizzası,Atıştırmalık,Kolay,20,7,7,0,1.0,3,30,False,2,5,1,2,0,Kış,100.0,High
Domates Çorbası,Çorba,Kolay,25,8,0,8,0.0,0,25,False,1,1,0,5,10,Sonbahar,0.0,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,6,2,4,0.333,0,11,True,7,6,5,0,6,Sonbahar,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,5,1,4,0.2,0,24,False,3,4,3,1,9,Sonbahar,41.8,Low
Peynirli Akdeniz Salatası,Salata,Kolay,15,9,7,2,0.778,0,1,True,2,6,1,0,7,İlkbahar,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,8,0,8,0.0,0,3,True,6,4,4,4,15,Sonbahar,31.0,Low
Mevsim Salata,Salata,Kolay,10,9,2,7,0.222,2,22,False,3,6,5,0,12,İlkbahar,88.78,High
Mercimek Çorbası,Çorba,Kolay,30,7,7,0,1.0,0,5,False,2,2,0,4,2,Sonbahar,67.4,Medium
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,10,0,10,0.0,0,9,True,2,0,0,5,13,Kış,0.0,Low
Muzlu Pankek,Tatlı,Orta,25,4,3,1,0.75,1,23,False,4,5,0,5,10,Sonbahar,59.25,Medium
Yoğurt Çorbası,Çorba,Orta,35,4,3,1,0.75,0,27,False,3,1,2,1,12,Kış,67.25,Medium
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,7,3,4,0.429,3,12,False,6,1,5,0,0,Kış,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,8,1,7,0.125,1,9,True,6,5,1,0,13,Sonbahar,61.38,Medium
Sebzeli Omlet,Kahvaltı,Kolay,15,7,3,4,0.429,2,19,True,1,0,3,3,15,İlkbahar,50.0,Medium
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,10,4,6,0.4,4,15,True,5,1,2,2,12,İlkbahar,82.0,High
Muzlu Pankek,Tatlı,Orta,25,7,3,4,0.429,2,29,True,4,4,1,1,8,İlkbahar,75.6,High
Mercimek Çorbası,Çorba,Kolay,30,5,4,1,0.8,4,29,False,7,6,1,5,10,Yaz,100.0,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,10,3,7,0.3,0,21,False,7,3,5,1,6,Sonbahar,43.7,Low
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,5,2,3,0.4,2,20,True,8,0,3,0,0,İlkbahar,88.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,8,3,5,0.375,0,4,True,5,1,5,4,12,Kış,47.12,Medium
Yoğurtlu Havuç Salatası,Salata,Kolay,15,10,7,3,0.7,2,22,True,5,0,3,4,11,İlkbahar,89.5,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,7,4,3,0.571,2,17,True,1,5,0,1,6,Yaz,83.2,High
Etli Sebze Yemeği,Ana Yemek,Zor,55,5,2,3,0.4,1,0,True,3,4,3,3,11,İlkbahar,64.0,Medium
Etli Sebze Yemeği,Ana Yemek,Zor,55,10,10,0,1.0,1,17,False,2,5,3,3,14,İlkbahar,100.0,High
Yoğurt Çorbası,Çorba,Orta,35,8,4,4,0.5,3,13,False,0,1,5,4,0,Sonbahar,41.5,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,10,4,6,0.4,0,8,False,4,3,5,4,1,Yaz,37.2,Low
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,8,7,1,0.875,4,13,True,1,5,5,0,3,Kış,100.0,High
Yoğurtlu Havuç Salatası,Salata,Kolay,15,9,1,8,0.111,1,21,False,6,4,0,3,7,Kış,10.29,Low
Yoğurtlu Havuç Salatası,Salata,Kolay,15,9,1,8,0.111,0,27,False,4,0,1,5,2,Kış,0.0,Low
Sebze Çorbası,Çorba,Kolay,28,6,0,6,0.0,0,10,True,8,6,3,4,3,Yaz,31.6,Low
Domates Çorbası,Çorba,Kolay,25,8,7,1,0.875,2,30,False,4,3,2,1,1,Kış,100.0,High
Mevsim Salata,Salata,Kolay,10,5,5,0,1.0,0,17,True,0,4,0,5,11,Kış,66.0,Medium
Sebzeli Sandviç,Atıştırmalık,Kolay,12,10,3,7,0.3,2,8,False,0,3,4,4,14,Yaz,30.5,Low
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,6,2,4,0.333,0,14,True,2,5,5,0,9,Sonbahar,88.47,High
Mevsim Salata,Salata,Kolay,10,5,5,0,1.0,0,6,True,8,5,3,0,15,Yaz,100.0,High
Sebzeli Pilav,Ana Yemek,Kolay,25,6,2,4,0.333,0,30,False,3,2,0,3,9,İlkbahar,14.47,Low
Tavuklu Sebze Sote,Ana Yemek,Orta,35,4,2,2,0.5,0,27,False,7,2,0,3,5,İlkbahar,35.5,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,5,4,1,0.8,2,2,True,8,1,3,1,1,Yaz,100.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,5,2,3,0.4,1,26,True,5,1,5,4,2,Sonbahar,57.4,Medium
Sebze Çorbası,Çorba,Kolay,28,5,1,4,0.2,0,8,False,6,6,2,0,11,Sonbahar,75.0,High
Mevsim Salata,Salata,Kolay,10,5,1,4,0.2,0,4,True,5,3,5,5,2,Kış,39.4,Low
Sebzeli Sandviç,Atıştırmalık,Kolay,12,6,3,3,0.5,2,9,False,7,4,2,0,0,Sonbahar,100.0,High
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,5,2,3,0.4,0,28,False,0,5,0,2,12,İlkbahar,35.0,Low
Peynirli Tost,Kahvaltı,Kolay,10,7,3,4,0.429,3,1,True,7,0,5,5,10,İlkbahar,95.0,High
Peynirli Tost,Kahvaltı,Kolay,10,7,7,0,1.0,1,7,True,7,6,1,2,4,Kış,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,6,0,6,0.0,0,1,False,5,2,5,0,2,Yaz,55.4,Medium
Tavuklu Sebze Sote,Ana Yemek,Orta,35,4,1,3,0.25,0,24,False,5,6,2,1,6,Kış,57.95,Medium
Mercimek Çorbası,Çorba,Kolay,30,10,3,7,0.3,0,29,False,8,2,0,0,12,İlkbahar,44.5,Low
Peynirli Tost,Kahvaltı,Kolay,10,4,0,4,0.0,0,30,False,7,1,5,4,1,Kış,21.2,Low
Sebzeli Pilav,Ana Yemek,Kolay,25,10,3,7,0.3,3,5,True,5,3,5,1,2,Yaz,88.9,High
Sebzeli Omlet,Kahvaltı,Kolay,15,10,3,7,0.3,2,3,True,5,2,3,4,6,Yaz,52.7,Medium
Tavuklu Salata,Salata,Orta,25,10,1,9,0.1,0,4,False,2,4,1,1,12,Kış,2.5,Low
Menemen,Kahvaltı,Kolay,20,4,2,2,0.5,1,27,True,7,3,2,3,1,Kış,70.7,Medium
Yoğurt Çorbası,Çorba,Orta,35,5,3,2,0.6,1,0,True,6,6,1,0,7,İlkbahar,100.0,High
Sütlaç,Tatlı,Orta,45,10,5,5,0.5,0,26,False,6,4,3,0,13,İlkbahar,83.5,High
Tavuklu Sebze Sote,Ana Yemek,Orta,35,4,4,0,1.0,0,2,True,5,0,5,0,13,Sonbahar,100.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,10,0,10,0.0,0,18,False,5,4,1,1,4,Kış,0.0,Low
Yoğurt Çorbası,Çorba,Orta,35,5,4,1,0.8,2,21,False,8,0,3,3,9,Kış,94.8,High
Muzlu Smoothie,Atıştırmalık,Kolay,7,7,2,5,0.286,0,1,True,8,0,1,3,4,İlkbahar,41.8,Low
Peynirli Tost,Kahvaltı,Kolay,10,4,2,2,0.5,0,21,False,3,6,1,1,10,İlkbahar,78.5,High
Yoğurtlu Meyve Kasesi,Tatlı,Kolay,8,10,8,2,0.8,2,18,False,2,1,1,0,15,İlkbahar,100.0,High
Sebzeli Sandviç,Atıştırmalık,Kolay,12,4,4,0,1.0,1,18,True,1,5,3,1,5,Yaz,100.0,High
Sebzeli Pilav,Ana Yemek,Kolay,25,8,2,6,0.25,2,12,True,8,2,3,0,4,İlkbahar,79.55,High
Sebzeli Pilav,Ana Yemek,Kolay,25,5,0,5,0.0,0,30,False,4,0,2,2,2,Sonbahar,0.0,Low
Peynirli Tost,Kahvaltı,Kolay,10,6,3,3,0.5,1,30,True,6,5,4,5,2,Yaz,74.9,Medium
Sebze Çorbası,Çorba,Kolay,28,5,2,3,0.4,0,21,True,4,6,5,5,6,İlkbahar,63.2,Medium
Fırında Tavuk,Ana Yemek,Orta,45,5,4,1,0.8,1,12,True,8,1,0,3,15,Sonbahar,80.0,High
Sebze Çorbası,Çorba,Kolay,28,6,5,1,0.833,2,23,False,3,0,4,0,13,Sonbahar,100.0,High
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,7,0,7,0.0,0,8,False,2,5,1,3,1,Yaz,0.0,Low
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,8,7,1,0.875,4,15,True,5,3,4,3,13,Sonbahar,100.0,High
Mevsim Salata,Salata,Kolay,10,6,4,2,0.667,3,1,True,6,5,2,5,15,Yaz,100.0,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,4,4,0,1.0,2,2,True,6,0,5,3,2,İlkbahar,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,6,2,4,0.333,2,18,False,7,1,3,0,10,Sonbahar,81.67,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,9,7,2,0.778,2,6,True,5,6,3,1,1,Sonbahar,100.0,High
Kıymalı Makarna,Ana Yemek,Orta,30,7,6,1,0.857,3,23,True,3,0,5,0,8,Kış,100.0,High
Peynirli Akdeniz Salatası,Salata,Kolay,15,4,3,1,0.75,0,11,True,5,1,2,5,7,Kış,56.65,Medium
Elmalı Yulaf Tatlısı,Tatlı,Kolay,20,6,3,3,0.5,0,0,False,4,1,5,0,2,Sonbahar,90.9,High
Tavuklu Salata,Salata,Orta,25,9,2,7,0.222,1,24,True,7,6,2,1,12,Yaz,67.78,Medium
Etli Sebze Yemeği,Ana Yemek,Zor,55,7,1,6,0.143,0,15,False,3,6,0,1,4,İlkbahar,2.8,Low
Sebzeli Omlet,Kahvaltı,Kolay,15,4,0,4,0.0,0,1,False,0,0,4,2,4,Sonbahar,17.8,Low
Domates Çorbası,Çorba,Kolay,25,6,2,4,0.333,2,11,True,6,6,3,2,11,Sonbahar,97.67,High
Yoğurtlu Yulaf,Kahvaltı,Kolay,8,10,0,10,0.0,0,11,True,6,4,4,1,4,Yaz,23.8,Low
Peynirli Lavaş Rulo,Atıştırmalık,Kolay,10,4,1,3,0.25,0,6,True,8,2,4,4,15,İlkbahar,65.75,Medium
Sebze Çorbası,Çorba,Kolay,28,7,1,6,0.143,0,6,True,2,0,3,3,2,Yaz,0.0,Low
Yoğurtlu Havuç Salatası,Salata,Kolay,15,10,2,8,0.2,1,10,True,7,5,0,0,10,Sonbahar,60.0,Medium
Peynirli Tost,Kahvaltı,Kolay,10,4,0,4,0.0,0,25,True,6,6,2,3,12,Yaz,49.0,Medium
